POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Nationality,Player Link,Team,Season
46,Moises Henriques,10,9,5,165,44,41.25,125,132.0,0,0,20,3,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/388/moises-henriques,Royal Challengers Bangalore,2013
47,Manan Vohra,12,10,2,161,43,20.12,117,137.6,0,0,22,2,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/1085/manan-vohra,Kings Xi Punjab,2013
48,Steve Smith,7,7,3,159,41,39.75,132,120.45,0,0,15,4,Overseas,,Nan,2013
49,Unmukt Chand,9,9,0,158,41,17.55,158,100.0,0,0,17,4,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/60/unmukt-chand,Delhi Capitals,2013
50,Kedar Jadhav,12,10,3,152,31,21.71,124,122.58,0,0,8,5,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/297/kedar-jadhav,Delhi Capitals,2013
51,Manoj Tiwary,10,9,1,146,33,18.25,140,104.28,0,0,12,1,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/89/manoj-tiwary,Kolkata Knight Riders,2013
52,Irfan Pathan,15,13,5,142,24,17.75,152,93.42,0,0,9,3,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/49/irfan-pathan,Delhi Capitals,2013
53,Mitchell Marsh,9,8,1,140,38,20.0,106,132.07,0,0,6,10,Overseas,,Nan,2013
54,Manish Pandey,7,7,1,136,66,22.66,137,99.27,0,1,11,3,Indian,,Nan,2013
55,Manpreet Juneja,7,7,0,125,49,17.85,128,97.65,0,0,11,1,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/51/manpreet-juneja,Delhi Capitals,2013
56,Ashish Reddy,12,10,4,125,36,20.83,89,140.44,0,0,8,5,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/34/ashish-reddy,Sunrisers Hyderabad,2013
57,Dishant Yagnik,12,9,1,125,34,15.62,96,130.2,0,0,17,2,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/141/dishant-yagnik,Rajasthan Royals,2013
58,Subramaniam Badrinath,18,8,1,124,34,17.71,121,102.47,0,0,11,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/12/subramaniam-badrinath,Chennai Super Kings,2013
59,Biplap Samantray,8,7,2,123,55,24.6,111,110.81,0,1,13,2,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/249/biplap-samantray,Sunrisers Hyderabad,2013
60,Aditya Tare,5,5,0,123,59,24.6,84,146.42,0,1,14,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/99/aditya-tare,Mumbai Indians,2013
61,Dwayne Bravo,18,12,4,121,23,15.12,106,114.15,0,0,11,3,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/25/dwayne-bravo,Chennai Super Kings,2013
62,Kumar Sangakkara,9,9,0,120,28,13.33,136,88.23,0,0,13,0,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/27/kumar-sangakkara,Sunrisers Hyderabad,2013
63,Harbhajan Singh,19,14,8,116,25,19.33,79,146.83,0,0,12,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,2013
64,Rajagopal Sathish,9,8,3,109,27,21.8,77,141.55,0,0,9,5,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/78/rajagopal-sathish,Kings Xi Punjab,2013
65,Saurabh Tiwary,9,6,2,109,52,27.25,106,102.83,0,1,4,4,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/163/saurabh-tiwary,Royal Challengers Bangalore,2013
66,Gurkeerat Mann Singh,11,9,1,108,31,13.5,95,113.68,0,0,10,3,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/253/gurkeerat-mann-singh,Kings Xi Punjab,2013
67,Luke Wright,6,6,1,106,44,21.2,60,176.66,0,0,16,3,Overseas,,Nan,2013
68,Rajat Bhatia,15,10,4,99,26,16.5,80,123.75,0,0,8,3,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/92/rajat-bhatia,Kolkata Knight Riders,2013
69,Cheteshwar Pujara,4,4,0,92,51,23.0,99,92.92,0,1,14,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/156/cheteshwar-pujara,Royal Challengers Bangalore,2013
70,Akshath Reddy,7,7,0,91,27,13.0,101,90.09,0,0,9,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/29/akshath-reddy,Sunrisers Hyderabad,2013
71,Amit Mishra,17,8,2,89,30,14.83,96,92.7,0,0,9,0,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/30/amit-mishra,Sunrisers Hyderabad,2013
72,Karn Sharma,13,7,3,85,39,21.25,86,98.83,0,0,6,2,Indian,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/1118/karn-sharma,Sunrisers Hyderabad,2013
73,Ryan ten Doeschate,4,4,1,85,42,28.33,63,134.92,0,0,9,2,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/200/ryan-ten-doeschate,Kolkata Knight Riders,2013
74,Tillakaratne Dilshan,5,5,0,76,33,15.2,93,81.72,0,0,12,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/240/tillakaratne-dilshan,Royal Challengers Bangalore,2013
75,Debabrata Das,10,6,1,75,23,15.0,74,101.35,0,0,5,5,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/259/debabrata-das,Kolkata Knight Riders,2013
76,Vinay Kumar,16,5,4,70,26,70.0,44,159.09,0,0,6,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,2013
77,Wriddhiman Saha,3,3,0,70,39,23.33,56,125.0,0,0,6,4,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/16/wriddhiman-saha,Chennai Super Kings,2013
78,Mayank Agarwal,5,5,0,67,29,13.4,62,108.06,0,0,6,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/158/mayank-agarwal,Royal Challengers Bangalore,2013
79,Abhishek Nayar,11,9,3,66,25,11.0,73,90.41,0,0,5,0,Indian,,Nan,2013
80,Piyush Chawla,16,11,5,64,23,10.66,57,112.28,0,0,5,3,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,2013
81,Ross Taylor,5,5,0,63,19,12.6,76,82.89,0,0,2,1,Overseas,,Nan,2013
82,Luke Pomersbach,3,3,1,58,33,29.0,59,98.3,0,0,5,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/238/luke-pomersbach,Kings Xi Punjab,2013
83,Morne Morkel,10,6,1,57,23,11.4,29,196.55,0,0,6,3,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/169/morne-morkel,Delhi Capitals,2013
84,James Faulkner,16,9,4,57,19,11.4,57,100.0,0,0,5,2,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/193/james-faulkner,Rajasthan Royals,2013
85,Dale Steyn,17,8,6,53,18,26.5,36,147.22,0,0,5,2,Overseas,https://www.iplt20.com/teams/sunrisers-hyderabad/squad/180/dale-steyn,Sunrisers Hyderabad,2013
86,Ricky Ponting,6,5,0,52,28,10.4,75,69.33,0,0,3,1,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/361/ricky-ponting,Mumbai Indians,2013
87,Bhuvneshwar Kumar,16,9,2,52,24,7.42,71,73.23,0,0,3,1,Indian,,Nan,2013
88,Tirumalasetti Suman,7,5,0,52,23,10.4,58,89.65,0,0,8,0,Indian,,Nan,2013
89,Praveen Kumar,15,7,1,47,24,7.83,39,120.51,0,0,3,3,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/77/praveen-kumar,Kings Xi Punjab,2013
90,Albie Morkel,8,3,0,46,23,15.33,37,124.32,0,0,2,3,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,2013
91,Manpreet Gony,8,5,1,45,42,11.25,25,180.0,0,0,4,3,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/40/manpreet-gony,Kings Xi Punjab,2013
92,Chidhambaram Gautam,3,3,1,44,30,22.0,34,129.41,0,0,4,1,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/155/chidhambaram-gautam,Delhi Capitals,2013
93,Johan Botha,6,6,0,43,23,7.16,52,82.69,0,0,5,1,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/224/johan-botha,Delhi Capitals,2013
94,Arun Karthik,12,5,2,41,19,13.66,38,107.89,0,0,3,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/153/arun-karthik,Royal Challengers Bangalore,2013
95,Mitchell Johnson,17,6,2,39,11,9.75,36,108.33,0,0,2,2,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/213/mitchell-johnson,Mumbai Indians,2013
96,Kevon Cooper,14,5,1,39,26,9.75,22,177.27,0,0,4,2,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/232/kevon-cooper,Rajasthan Royals,2013
97,Umesh Yadav,16,8,7,38,12,38.0,38,100.0,0,0,3,1,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/59/umesh-yadav,Delhi Capitals,2013
98,Ravi Rampaul,10,6,2,38,23,9.5,37,102.7,0,0,3,1,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/594/ravi-rampaul,Royal Challengers Bangalore,2013
99,Glenn Maxwell,3,3,1,36,23,18.0,27,133.33,0,0,1,4,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/282/glenn-maxwell,Mumbai Indians,2013
100,Ravichandran Ashwin,18,5,1,35,11,8.75,49,71.42,0,0,4,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,2013
1,Chris Gayle,15,14,2,733,128,61.08,456,160.74,1,7,46,59,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/236/chris-gayle,Royal Challengers Bangalore,2012
2,Gautam Gambhir,17,17,2,590,93,39.33,411,143.55,0,6,64,17,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/84/gautam-gambhir,Kolkata Knight Riders,2012
3,Shikhar Dhawan,15,15,1,569,84,40.64,439,129.61,0,5,58,18,Indian,,Nan,2012
4,Ajinkya Rahane,16,16,2,560,103,40.0,433,129.33,1,3,73,10,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/135/ajinkya-rahane,Rajasthan Royals,2012
5,Virender Sehwag,16,16,1,495,87,33.0,307,161.23,0,5,57,19,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/45/virender-sehwag,Delhi Capitals,2012
6,Cameron White,13,13,2,479,78,43.54,320,149.68,0,5,41,20,Overseas,,Nan,2012
7,Rahul Dravid,16,16,0,462,58,28.87,412,112.13,0,2,63,4,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/131/rahul-dravid,Rajasthan Royals,2012
8,Suresh Raina,19,18,1,441,73,25.94,325,135.69,0,1,36,19,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,2012
9,Rohit Sharma,17,16,2,433,109,30.92,342,126.6,1,3,39,18,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/107/rohit-sharma,Mumbai Indians,2012
10,Mandeep Singh,16,16,0,432,75,27.0,342,126.31,0,2,53,7,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/72/mandeep-singh,Kings Xi Punjab,2012
11,Jacques Kallis,17,17,1,409,79,25.56,384,106.51,0,2,34,10,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,2012
12,Robin Uthappa,16,16,1,405,69,27.0,343,118.07,0,2,38,10,Indian,,Nan,2012
13,Faf du Plessis,13,12,0,398,73,33.16,304,130.92,0,3,29,17,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/24/faf-du-plessis,Chennai Super Kings,2012
14,David Hussey,16,15,3,396,68,33.0,305,129.83,0,2,28,17,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/186/david-hussey,Kings Xi Punjab,2012
15,Dwayne Bravo,19,16,8,371,48,46.37,264,140.53,0,0,20,20,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/25/dwayne-bravo,Chennai Super Kings,2012
16,Virat Kohli,16,15,2,364,73,28.0,326,111.65,0,2,33,9,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2012
17,Steve Smith,15,14,5,362,47,40.22,267,135.58,0,0,24,14,Overseas,,Nan,2012
18,MS Dhoni,19,17,5,358,51,29.83,278,128.77,0,1,26,9,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1/ms-dhoni,Chennai Super Kings,2012
19,Owais Shah,13,13,4,340,76,37.77,256,132.81,0,3,24,16,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/275/owais-shah,Rajasthan Royals,2012
20,Murali Vijay,14,14,1,336,113,25.84,267,125.84,1,0,39,10,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/7/murali-vijay,Chennai Super Kings,2012
21,Shaun Marsh,13,13,2,336,68,30.54,280,120.0,0,2,39,7,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/191/shaun-marsh,Kings Xi Punjab,2012
22,Mahela Jayawardene,16,15,3,335,56,27.91,298,112.41,0,3,39,3,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/175/mahela-jayawardene,Delhi Capitals,2012
23,Ambati Rayudu,17,15,6,333,81,37.0,252,132.14,0,2,21,14,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/100/ambati-rayudu,Mumbai Indians,2012
24,Sachin Tendulkar,13,13,2,324,74,29.45,283,114.48,0,2,39,4,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/97/sachin-tendulkar,Mumbai Indians,2012
25,AB de Villiers,16,13,5,319,64,39.87,198,161.11,0,3,26,15,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/233/ab-de-villiers,Royal Challengers Bangalore,2012
26,Kevin Pietersen,8,8,3,305,103,61.0,207,147.34,1,1,22,20,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/172/kevin-pietersen,Delhi Capitals,2012
27,Brendon McCullum,12,12,0,289,56,24.08,283,102.12,0,1,37,3,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/202/brendon-mccullum,Kolkata Knight Riders,2012
28,Tillakaratne Dilshan,10,9,1,285,76,35.62,261,109.19,0,3,33,5,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/240/tillakaratne-dilshan,Royal Challengers Bangalore,2012
29,Sourav Ganguly,15,15,0,268,45,17.86,271,98.89,0,0,30,4,Indian,,Nan,2012
30,Michael Hussey,8,8,0,261,56,32.62,236,110.59,0,2,28,8,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/20/michael-hussey,Chennai Super Kings,2012
